1001;220
60
100000/0002;1.6129032258064515
100000/0003;1.6129032258064515
100000/0004;1.6129032258064515
100000/0005;1.6129032258064515
100000/0006;1.6129032258064515
100000/0007;1.6129032258064515
100000/0008;1.6129032258064515
100000/0009;1.6129032258064515
100000/0010;1.6129032258064515
100000/0011;1.6129032258064515
100000/0012;1.6129032258064515
100000/0013;1.6129032258064515
100000/0014;1.6129032258064515
100000/0015;1.6129032258064515
100000/0016;1.6129032258064515
100000/0017;1.6129032258064515
100000/0018;1.6129032258064515
100000/0019;1.6129032258064515
100000/0020;1.6129032258064515
100000/0021;1.6129032258064515
100000/0022;1.6129032258064515
100000/0023;1.6129032258064515
100000/0024;1.6129032258064515
100000/0025;1.6129032258064515
100000/0026;1.6129032258064515
100000/0027;1.6129032258064515
100000/0028;1.6129032258064515
100000/0029;1.6129032258064515
100000/0030;1.6129032258064515
100000/0031;1.6129032258064515
100000/0032;1.6129032258064515
100000/0033;1.6129032258064515
100000/0034;1.6129032258064515
100000/0035;1.6129032258064515
100000/0036;1.6129032258064515
100000/0037;1.6129032258064515
100000/0038;1.6129032258064515
100000/0039;1.6129032258064515
100000/0040;1.6129032258064515
100000/0041;1.6129032258064515
100000/0042;1.6129032258064515
100000/0043;1.6129032258064515
100000/0044;1.6129032258064515
100000/0045;1.6129032258064515
100000/0046;1.6129032258064515
100000/0047;1.6129032258064515
100000/0048;1.6129032258064515
100000/0049;1.6129032258064515
100000/0050;1.6129032258064515
100000/0051;1.6129032258064515
100000/0052;1.6129032258064515
100000/0053;1.6129032258064515
100000/0054;1.6129032258064515
100000/0055;1.6129032258064515
100000/0056;1.6129032258064515
100000/0057;1.6129032258064515
100000/0058;1.6129032258064515
100000/0059;1.6129032258064515
100000/0060;1.6129032258064515
100000/0061;1.6129032258064515
1001;221
63
100000/0062;1.6129032258064515
100000/0063;1.6129032258064515
100000/0064;1.6129032258064515
100000/0065;1.6129032258064515
100000/0066;1.6129032258064515
100000/0067;1.6129032258064515
100000/0068;1.6129032258064515
100000/0069;1.6129032258064515
100000/0070;1.6129032258064515
100000/0071;1.6129032258064515
100000/0072;1.6129032258064515
100000/0073;1.6129032258064515
100000/0074;1.6129032258064515
100000/0075;1.6129032258064515
100000/0076;1.6129032258064515
100000/0077;1.6129032258064515
100000/0078;1.6129032258064515
100000/0079;1.6129032258064515
100000/0080;1.6129032258064515
100000/0081;1.6129032258064515
100000/0082;1.6129032258064515
100000/0083;1.6129032258064515
100000/0084;1.6129032258064515
100000/0085;1.6129032258064515
100000/0086;1.6129032258064515
100000/0087;1.6129032258064515
100000/0088;1.6129032258064515
100000/0089;1.6129032258064515
100000/0090;1.6129032258064515
